episode,timestep,reward
1169,26241,40.508
1170,26263,38.281
1171,26285,38.442
1172,26308,40.449
1173,26330,38.472
1174,26352,38.439
1175,26374,38.704
1176,26397,40.255
1177,26419,38.224
1178,26441,38.983
1179,26464,40.513
1180,26486,38.779
1181,26509,39.985
1182,26539,52.363
1183,26628,156.229
1184,26722,163.776
1185,26821,176.794
1186,26901,142.398
1187,26999,174.343
1188,27090,161.449
1189,27170,142.79
1190,27243,127.8
1191,27333,158.74
1192,27414,142.447
1193,27487,126.527
1194,27577,159.967
1195,27664,153.595
1196,27749,152.165
1197,27842,164.814
1198,27931,158.173
1199,28002,122.953
1200,28091,158.429
1201,28168,134.009
1202,28248,140.266
1203,28330,145.106
1204,28418,157.223
1205,28498,140.617
1206,28582,148.466
1207,28662,140.149
1208,28743,142.813
1209,28834,161.459
1210,28917,145.563
1211,28996,137.244
1212,29039,74.776
1213,29067,46.197
1214,29151,172.67
1215,29236,174.243
1216,29251,20.688
1217,29334,175.647
1218,29418,173.333
1219,29502,174.887
1220,29586,175.376
1221,29670,172.783
1222,29754,172.168
1223,29838,173.606
1224,29923,175.483
1225,30013,186.913
1226,30107,184.28
1227,30206,192.832
1228,30314,206.75
1229,30411,188.75
1230,30516,201.522
1231,30616,195.086
1232,30712,192.589
1233,30803,185.085
1234,30893,185.749
1235,30984,187.011
1236,31075,187.575
1237,31169,186.774
1238,31269,197.753
1239,31363,193.322
1240,31459,193.236
1241,31556,191.461
1242,31654,193.302
1243,31755,199.358
1244,31856,198.044
1245,31955,192.677
1246,32049,189.922
1247,32148,192.81
1248,32245,193.156
1249,32344,195.842
1250,32444,196.793
1251,32539,184.016
1252,32636,189.794
1253,32730,179.366
1254,32823,180.926
1255,32916,178.219
1256,33013,185.212
1257,33107,178.66
1258,33202,180.527
1259,33294,175.393
1260,33384,167.844
1261,33474,172.885
1262,33571,177.852
1263,33659,157.398
1264,33748,175.164
1265,33842,181.531
1266,33940,189.344
1267,34051,214.38
1268,34140,167.89
1269,34238,183.833
1270,34345,205.495
1271,34437,174.751
1272,34541,205.313
1273,34648,229.276
1274,34751,212.951
1275,34851,202.279
1276,34964,226.173
1277,35066,212.462
1278,35168,211.959
1279,35270,216.467
1280,35371,213.953
1281,35471,213.103
1282,35574,219.795
1283,35673,216.893
1284,35772,213.819
1285,35872,212.069
1286,35973,215.247
1287,36071,210.902
1288,36175,226.586
1289,36270,201.819
1290,36373,243.912
1291,36402,44.769
1292,36582,467.696
1293,36693,280.317
1294,36811,276.912
1295,36923,261.682
1296,37031,272.308
1297,37136,259.569
1298,37240,248.451
1299,37345,248.034
1300,37453,257.609
1301,37562,265.209
1302,37655,196.351
1303,37748,200.313
1304,37848,221.741
1305,37940,196.926
1306,38028,181.578
1307,38123,208.78
1308,38235,250.768
1309,38323,185.169
1310,38421,208.904
1311,38515,201.633
1312,38610,187.67
1313,38710,215.775
1314,38797,171.524
1315,38893,207.634
1316,38992,217.346
1317,39089,207.343
1318,39180,192.435
1319,39291,253.902
1320,39395,222.983
1321,39519,251.11
1322,39644,277.574
1323,39761,259.21
1324,39883,259.557
1325,39997,238.406
1326,40114,244.207
1327,40235,256.26
1328,40350,244.457
1329,40466,256.121
